interaction_id,conversation_id,customer_message,brand_response,timestamp,customer_author_id,customer_tweet_id,brand_tweet_id,calib_id,predicted_intent,requires_human_escalation,escalation_reason
INT_AH_108271,CONV_AH_108273,@AmazonHelp Yes I updated it yesterday. I can add other things to the basket and I brought some bits yesterday no problem,"@140031 We would like to trouble shoot this more thoroughly, James! Please contact us directly through the following link, either call or chat, and we'll do everything we can to get this issue sorted for you.  https://t.co/JzP7hlA23B ^JD",2017-11-23T19:01:50+00:00,140031,108271,108270,CALIB_082,order_tracking_delivery,False,none
INT_AH_2868345,CONV_AH_2868345,"Creo que @115821 contempla el tiempo diferente a mi; cuando dice que se entrega al día siguiente pienso que es “al día siguiente”, pero no, son cuatro días después.","@796581 Hola, Juan Pablo. Nos disculpamos por cualquier inconveniente causado, ¿tienes en este momento algún pedido en tránsito con ese problema? De ser así, ¿fue enviado por Amazon México directamente? ^CB",2017-11-28T01:33:57+00:00,796581,2868345,2868343,CALIB_083,other_unclear,True,ambiguous_request
INT_AH_916510,CONV_AH_916510,@115850 You ppl are expert in White lies. When did I reschedule the delivery..?? https://t.co/7nZtlXmuvI,@337602 I'm sorry about the tracking discrepancy. Kindly contact our team here: https://t.co/vlvfJr4nN9 and we'll check. (1/2) ^GK,2017-10-21T09:15:19+00:00,337602,916510,916511,CALIB_084,order_tracking_delivery,False,none
INT_AH_1511972,CONV_AH_1511973,@AmazonHelp Many thanks 🙏,@470932 You're welcome! We'll be here if there is anything else you need. ^MB,2017-11-03T18:05:55+00:00,470932,1511972,1511974,CALIB_085,other_unclear,True,ambiguous_request
INT_AH_2853677,CONV_AH_2853677,"Je meurs de rire, le livreur Amazon qui sonne chez moi pour rapporter mes colis à 21h",@793304 Ravie d'apprendre que vous avez reçu votre colis 😅 J'espère que le contenu vous convient. ^MA,2017-11-27T20:29:07+00:00,793304,2853677,2853675,CALIB_086,other_unclear,True,ambiguous_request
INT_AH_1693689,CONV_AH_1693689,"@119356 @115821 @AmazonHelp. They charged me extra amount see photos, now I want refund and compensation for the same from Amazon. Respond https://t.co/U4dDAOLBJP",@513980 My apologies. I'd request you to refer to the following link for explanation on pricing: https://t.co/yQb39uNRsX. 1/2 ^SK,2017-11-06T18:35:20+00:00,513980,1693689,1693690,CALIB_087,refund_return_processing,False,none
INT_AH_2950772,CONV_AH_2950772,"Hi @AmazonHelp - my 1-day delivery (ordered Sunday evening!) is due to arrive by 8pm tonight. It reached Edinburgh at 4am, but still isn't out for delivery at 5.22pm. Can you tell why it hasn't gone out yet?",@515088 I'm sorry your parcel hasn't gone out for delivery! We'd like to stay informed of your delivery. Please let us know if you don't get your parcel by 21:00 tonight. ^TK,2017-11-29T17:24:08+00:00,515088,2950772,2950770,CALIB_088,order_tracking_delivery,False,none
INT_AH_180799,CONV_AH_180859,@AmazonHelp Yeah I've requested @115851 to do needful. Let me know if you didn't heard from him.,"@158494 We can't directly view your Amazon account. Only if you share your details via the secure link, can we gain access. ^CB",2017-10-05T14:25:00+00:00,158494,180799,180801,CALIB_089,other_unclear,True,ambiguous_request
INT_AH_2377221,CONV_AH_2377217,@AmazonHelp 度々すみません、注文履歴のどこから確認できますでしょうか？,"@685628 Amazonポイントは以下のページからご確認いただけます。&gt; https://t.co/uf7Lh8yNaB
なお、返金処理から反映までに1-2日程度かかる場合がございますので、お待ちいただければと存じます。 YM",2017-11-14T04:09:11+00:00,685628,2377221,2377222,CALIB_090,other_unclear,True,ambiguous_request
INT_AH_190118,CONV_AH_190118,i.. think i may have received doubles of the druid spellcards? i got them in the mail on fri but amazon says it's currently out for delivery,"@160578 If an extra set of Spellbook cards arrive, feel free to visit us for return options: https://t.co/VXWhzjDlgX

Happy casting! ^WT",2017-10-04T18:38:42+00:00,160578,190118,190117,CALIB_091,order_tracking_delivery,False,none
INT_AH_1334748,CONV_AH_1334758,"@AmazonHelp y , ohh now you act as good company with policy that's grace full ,fucking amazon","@431369 Hi, sorry for the hassle. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN",2017-08-09T13:53:16+00:00,431369,1334748,1334746,CALIB_092,other_unclear,True,ambiguous_request
INT_AH_2799324,CONV_AH_2799327,"@AmazonHelp Deliverer said unable to deliver yet office open, people there, lights on, doors open so he lied- no attempt made. Customer service lady said would deliver before 10pm so I waited at work until then - nothing came. Now asked for delivery 9am-1pm on 22nd. Better come then!",@781014 Please keep us updated on the re-delivery. We want to ensure it arrives. ^RR,2017-11-21T23:47:16+00:00,781014,2799324,2799321,CALIB_093,order_tracking_delivery,False,none
INT_AH_2760905,CONV_AH_2760905,"@115850 , can you tell me the difference in Amazon play store app and the underground app? Want to uninstall one. Two notifications all time makes it difficult to keep both. Thanks","@170977 Underground app has additional features with https://t.co/nUUp5MLhYl which are currently unavailable with Amazon.in. If you are accessing this app with settings of India as the country, it will be similar to your regular Amazon.in shopping application. ^SF",2017-11-21T04:49:46+00:00,170977,2760905,2760903,CALIB_094,digital_technical_support,False,none
INT_AH_63873,CONV_AH_63890,"@AmazonHelp It's not. I have checked. All items are in stock.

The email did not give an estimate of how long I have to wait. 

The online support bod said 'just wait until after delivery day'","@130675 I'm sorry again to hear about the issues, Darren. As soon as we have an update available on your order we will inform you.^PJ",2017-11-30T08:26:03+00:00,130675,63873,63875,CALIB_095,order_tracking_delivery,False,none
INT_AH_849740,CONV_AH_849743,@AmazonHelp Package shipped from Amazon Facility to USPS for final delivery. Carrier reads “AMZL US”,@321915 We'd like to have a specialist look in to this! Pls leave your details here &amp; we'll be in touch: https://t.co/SXiZQwSUH5 ^KN,2017-10-20T15:04:52+00:00,321915,849740,849737,CALIB_096,order_tracking_delivery,False,none
INT_AH_526570,CONV_AH_526570,". @115850 is selling 3rd party refurbished iPhones with 6 month warranty, without mentioning anywhere except in the 4th product photo which no one will scroll to.
This is pure dishonesty! Should be clearly mentioned in the title as ""Refurbished"" https://t.co/VtamU5EAIq",@241858 We'd like to have a closer look into this. Kindly get in touch with us here: https://t.co/vlvfJrlYEH and we'll assist you accordingly.^AU,2017-12-02T06:52:09+00:00,241858,526570,526567,CALIB_097,product_inquiry_availability,False,none
INT_AH_1495199,CONV_AH_1495205,"@AmazonHelp On the app it says that it is arriving today, in the email it says they will email me a new date?",@467055 Very strange. Does the tracking show out for delivery ? Have a look here : https://t.co/aaDyEz1VgE ^CR,2017-11-03T11:36:18+00:00,467055,1495199,1495197,CALIB_098,digital_technical_support,False,none
INT_AH_2350877,CONV_AH_2350877,@117634 my boyfriend currently shares my kindle on my account. Getting his own for Xmas so how can he transfer his books from my account to his?,"@679470 Do you have Amazon Prime? If so, you can read more about Family Library: https://t.co/zQqT7htXnk. If you don't have Prime, the Kindle books would be associated with the account it was purchased with.  ^MG",2017-11-13T17:14:50+00:00,679470,2350877,2350875,CALIB_099,digital_technical_support,False,none
INT_AH_2724544,CONV_AH_2724544,"aha, so so, und wie genau soll ich das jetzt interpretieren ??? @115821.de @AmazonHelp https://t.co/j0ohoedtIP",@764181 Das kann ich hier auf Twitter ohne Einblick in den Sendungsverlauf nicht nachvollziehen. Hast du dich schon mal bei uns im Kundenservice gemeldet? Hier geht's lang: https://t.co/5RHhEVutwe. Viele Grüße ^AS,2017-11-20T12:07:46+00:00,764181,2724544,2724543,CALIB_100,other_unclear,True,ambiguous_request
INT_AH_2856627,CONV_AH_2856627,"@AmazonHelp secondly, I ordered a juicer and the parcel was delivered to a neighbor. Said neighbors house is boarded up and has a police sign on it. How do I get my juicer? Again Monday sucks","@793984 This definitely doesn't sound like the best of Mondays! Can you tell us which of our websites your placed your order on? Amazon .com, .co.uk? We'll need to speak with you via Phone/Chat for options for your order and look into the Outlander episode. ^EZ",2017-11-27T21:21:15+00:00,793984,2856627,2856626,CALIB_101,order_tracking_delivery,False,none
INT_AH_1395014,CONV_AH_1395014,@AmazonHelp me cancelaron mi cuenta. He llamado varias veces y no me dan respuesta y no se contactan conmigo,"@444420 Hola Alejandro, lamentamos el inconveniente. ¿Recibiste algún email notificando lo ocurrido? ^MB",2017-10-28T14:24:47+00:00,444420,1395014,1395009,CALIB_102,other_unclear,True,ambiguous_request
INT_AH_2394477,CONV_AH_2394477,"A @117086 cancela a minha conta sei la pq e msm assim fica tentando passar o meu pedido q tinha sido cancelado por eles msm, mas olha que lindo, eu ja tinha ido fazer o pedido em OUTRA conta, ja que tinham cancelado esse. Agora estou com dois pedidos iguais. Absurdo.","@689327 Olá Ananda, sinto muito pelo inconveniente. Você verificou se a forma de pagamente estava certa, se teve algum inconveniente? ^MB",2017-11-14T12:01:24+00:00,689327,2394477,2394476,CALIB_103,cancellation_modification,False,none
INT_AH_1579658,CONV_AH_1579663,@AmazonHelp Not really! Can u provide some assistance here rather than me sifting through a list of possibilities?,@486410 We would be more than happy to lend a hand; please contact us using this link: https://t.co/JzP7hlA23B ^WM,2017-11-04T19:28:40+00:00,486410,1579658,1579660,CALIB_104,other_unclear,True,ambiguous_request
INT_AH_969249,CONV_AH_909548,@AmazonHelp I keep tweeting and you keep replying! This happens for last three days and it's not over still! Where is bias for action?,@328345 Apologies for the delay with the order. Please reply to the email you've received from our team and we'll reach out. ^KA,2017-10-22T06:38:55+00:00,328345,969249,969248,CALIB_105,digital_technical_support,False,none
INT_AH_858773,CONV_AH_858773,I got SMS that my order(#402-9688636-4157133) has been delivered but when I asked at home TV does not get delivered. Please check. @115850,@323902 provide your order/account details as we consider them to be personal information. Our page is visible to public.^PB (2/2),2017-10-13T13:53:42+00:00,323902,858773,858774,CALIB_106,order_tracking_delivery,False,none
INT_AH_2696147,CONV_AH_2696147,"If I purchase an #AmazonPrime item from @115821 on October 27th and the delivery date is still undetermined 10/31 is that ""prime"" service?",@757633 Hello John! Shipping speeds are based on transit time. You can see more about Prime shipping here: https://t.co/YSgS3LaALJ ^AJ,2017-10-31T17:47:44+00:00,757633,2696147,2696146,CALIB_107,order_tracking_delivery,False,none
INT_AH_149107,CONV_AH_149107,Switched my Kindle account from boyfriend to me and now it won’t download games 💔 fuck technology,@149974 We'd like to help! Did you change the account the Kindle was registered to? ^MT,2017-11-24T15:07:12+00:00,149974,149107,149105,CALIB_108,digital_technical_support,False,none
INT_AH_1245861,CONV_AH_1245862,@AmazonHelp Thanks. Will send details asap,"@412273 Thanks for sharing your details, our team is working on it and will get back to you shortly. ^RD",2017-10-16T03:06:53+00:00,412273,1245861,1245863,CALIB_109,order_tracking_delivery,False,none
INT_AH_1215404,CONV_AH_1215405,"@AmazonHelp Luckily, no. Everything I ordered arrived.","@405205 That's good! If you'd like to provide feedback on the packaging, you can do so by visiting us here: https://t.co/0LHgBh3X6m ^TK",2017-10-25T17:14:30+00:00,405205,1215404,1215406,CALIB_110,order_tracking_delivery,False,none
INT_AH_1153292,CONV_AH_1153292,@115850 My Order 171-5657034-3694740 supposed to be delivered by 13th is still not dispatched. I have raised many concerns.,"@391360 Sorry for the delay, Raghav. Kindly fill in your details here: https://t.co/qL5EmmRSKm and we will get back to you. ^KS 1/2",2017-10-15T17:22:28+00:00,391360,1153292,1153293,CALIB_111,order_tracking_delivery,False,none
INT_AH_288151,CONV_AH_288148,"@AmazonHelp Oui je sais ça 🤡 mais L'application propose la livraison offerte si on choisit 5 produits listés. C'est pas claire, donc je me renseigne ☺️",@184650 Avez-vous un lien ou une capture écran de cette offre s'il vous plaît ? ^AR,2017-10-11T10:20:13+00:00,184650,288151,288152,CALIB_112,order_tracking_delivery,False,none
INT_AH_2915767,CONV_AH_2915767,Another failed shipment. Said they would deliver yesterday but didn’t. Still no sign of a delivery today! @115821 and @3375,"@807085 I'm sorry for the frustration! We'd like to look into this with you. When you have a moment, please contact us by phone or chat here: https://t.co/EKXRLsnxJu ^AC",2017-11-28T23:35:15+00:00,807085,2915767,2915766,CALIB_113,order_tracking_delivery,False,none
INT_AH_2391855,CONV_AH_2391855,salut @120533 ma commande était censé arrivée Jeudi dernier et au final elle est toujours en transit je ne sais où. Des idées de ce qu'il se passe ?,"@688857 Bonjour, je suis vraiment désolée pour ce désagrément, avez-vous contacté le service client pour signaler cet incident ? ^ASZ",2017-11-14T10:29:05+00:00,688857,2391855,2391853,CALIB_114,other_unclear,True,ambiguous_request
INT_AH_820651,CONV_AH_820652,"@AmazonHelp I use both .com and .com.br
My kindle and ebooks were bought on .com.br while I use .com for assorted stuff",@315477 Hello Walt. Did you receive an email with instructions from our customer service team? ^JJ,2017-10-12T22:24:41+00:00,315477,820651,820653,CALIB_115,digital_technical_support,False,none
INT_AH_583554,CONV_AH_583554,@115830 Is it now common place to deliver orders with no packaging? Christmas surprise spoilt completely! #notcool https://t.co/C3NasQhGjt,"@257634 Hi Rachel, some of our items aren't dispatched with additional packaging, unless selected on the checkout page. This is mentioned on the product detail page. You can find more information here: https://t.co/wn86btQsQk. ^PJ",2017-12-03T13:44:24+00:00,257634,583554,583552,CALIB_116,order_tracking_delivery,False,none
INT_AH_658852,CONV_AH_658850,"@116618 When you say ""all Apple TVs"" does this mean it's also coming to previous generation Apple TVs? #PleaseSayYes #WWDC17","@495419 YES! Prime Video will be available to customers on generation 2, 3 and 4 of the Apple TVs. Get that popcorn ready. ^TM",2017-06-05T20:16:33+00:00,495419,658852,1615326,CALIB_117,digital_technical_support,False,none
INT_AH_2308773,CONV_AH_2308773,@AmazonHelp Wanted to report that your Tuft and Needle Queen size mattresses are currently selling for $8.  Wanted to make sure there was nothing to be worried about here,@669681 Thank you for bringing this to our attention! Will you link us to the mattresses you're seeing? ^GM,2017-11-13T01:58:10+00:00,669681,2308773,2308771,CALIB_118,digital_technical_support,False,none
INT_AH_190116,CONV_AH_190118,"@AmazonHelp oh sweet, thanks!",@160578 Happy to help! ^MB,2017-10-04T18:43:27+00:00,160578,190116,190115,CALIB_119,other_unclear,True,ambiguous_request
INT_AH_2289161,CONV_AH_2289166,@AmazonHelp I feel as if you still are failing to understand the issue here - I had to solve a problem that was Amazon's responsibility and I got to pay extra for that privilege. @115821 @115851,@665042 Sorry to hear this - please complete this form so a Specialist can investigate : https://t.co/R55eEQwSEs ^TD,2017-11-12T07:24:40+00:00,665042,2289161,2289162,CALIB_120,feedback_general_complaint,True,complex_unresolved_issue
INT_AH_35161,CONV_AH_35161,What happened to my order #402-7818801-0665933 it's not moving since 28/10/17 @115850,@123656 we consider them to be personal info. Our page is visible to public. ^SG(3/3),2017-11-01T13:17:46+00:00,123656,35161,35160,CALIB_121,digital_technical_support,False,none
INT_AH_776112,CONV_AH_776115,@AmazonHelp Btw Amazon logistics AMZL US was the carrier,@305445 We can escalate this issue for you. Please relay your information regarding this occurrence here: https://t.co/KL2NRv7Nec ^GM,2017-10-12T05:00:25+00:00,305445,776112,776114,CALIB_122,other_unclear,True,ambiguous_request
INT_AH_1185031,CONV_AH_1185031,"@116928 me podeis contar porque mi pedido al cambiar la dirección de facturación, ha perdido el envío en un día? Y no me deja express https://t.co/1hBe588inA","@398644 Hola, Carles. Te recomiendo intentarlo nuevamente en unos minutos. ^JQ",2017-10-24T23:01:50+00:00,398644,1185031,1185028,CALIB_123,other_unclear,True,ambiguous_request
INT_AH_136179,CONV_AH_136183,"@AmazonHelp Scrolling pessimo, appena sfiori un prodotto si carica subito la pagina, non puoi cercare i prodotti Black Friday facendo una ricerca testuale, filtri prezzo non customizzabili. Devo fare il lavoro per voi? E avrete fior di ingegneri esperti di UX... #bah","@146685 Grazie per il feedback, Ben. Vorremmo inoltrare il tuo suggerimento al nostro Team competente. Potresti indicarci il modello del tuo dispositivo sul quale hai utilizzato la nostra app? Grazie. ^MP",2017-11-24T09:23:16+00:00,146685,136179,136177,CALIB_124,other_unclear,True,ambiguous_request
INT_AH_321742,CONV_AH_321742,"@115850 worst service getting from Amazon, even on prime trial membership period..","@192643 Not something we expect to happen. Kindly elaborate your concern, we would like to help. ^CB",2017-10-07T12:26:58+00:00,192643,321742,321740,CALIB_125,prime_subscription_membership,False,none
INT_AH_2905136,CONV_AH_2905136,"@AmazonHelp @115821 Who do I contact when my packages were purposefully ripped open and they arrived like this? Almost fully ripped across, where hands can get in? How do I prove items are missing upon opening them? https://t.co/LD5h3OL16y",@804507 I am sorry to see your packages arrived like this! We want to speak with you directly and go over available options with you so please contact us via phone or chat here:  https://t.co/hApLpMlfHN ^MW,2017-11-28T19:20:33+00:00,804507,2905136,2905135,CALIB_126,package_missing_damaged,True,potential_policy_exception
INT_AH_167893,CONV_AH_167893,"@132994 @139570 @AmazonHelp the one Plus 5T sale on 28th 
Is also for a limited time? 
Or on going onwards?",@150316 Most of the sales will be having limitations with time &amp; stock. Kindly stay tuned to our website for more updates. ^MJ,2017-11-24T20:53:23+00:00,150316,167893,167891,CALIB_127,other_unclear,True,ambiguous_request
INT_AH_2283979,CONV_AH_2283979,"@115850 @115821 @AmazonHelp
ORDER # 403-0674563-5641150
Ordered on 9th Nov NextDayDelivery
This order is Cancelled 
Do not to Subscribe #AmazonPrime wastage of money
@118702 Experience #SameDayDelivery Awesome
@118702 @4030 focus on service not on #Sales 
@15828","@663736 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. Also, please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^SG",2017-11-11T14:26:19+00:00,663736,2283979,2283977,CALIB_128,cancellation_modification,False,none
INT_AH_2221872,CONV_AH_2221872,"amazonのコンビニ受け取りのEメールまだかよ・・・もう配達しましたから二時間はたったぞ・・・","@648921 商品が店舗に到着してから認証キーメールをお送りするまでにお時間がかかることがあります。メッセージセンター： https://t.co/Rj5g4oMlwz 
 しばらくお待ちいただいても受信できない場合は、お手数ですがカスタマーサービスにご連絡ください。https://t.co/J6YEizo6qC　SM",2017-11-19T06:37:38+00:00,648921,2221872,2221871,CALIB_129,other_unclear,True,ambiguous_request
INT_AH_77354,CONV_AH_77354,"@115830 @AmazonHelp #AmazonPrime #AmazonDelivery 
Yet again Amazon have lost my order.","@133242 Hi Tom, I'm sorry to hear this. Have you had any updates to the tracking of your order?^PJ",2017-11-30T12:19:13+00:00,133242,77354,77352,CALIB_130,order_tracking_delivery,False,none
INT_AH_2795343,CONV_AH_2795345,@AmazonHelp Claro https://t.co/ZVQIvNKZF1,"@780041 Ivan, te comentamos que todas nuestras promociones son anunciadas en nuestro sitio web y redes sociales oficiales. ^HC",2017-11-21T22:04:24+00:00,780041,2795343,2795342,CALIB_131,other_unclear,True,ambiguous_request
INT_AH_2290069,CONV_AH_2290070,"@AmazonHelp Then why you take this time? So I have put the order number. Every time I got the reply from your customer executive ""we will solve within 48hrs"". Howmany times 48hrs required for you?","@665264 I understand how upsetting such a situation can be. However, as Twitter is a Social Media platform, we'd not be able to check/access your account. Kindly share your details through the link provided earlier &amp; we'll look into it right away. ^EM",2017-11-12T07:16:14+00:00,665264,2290069,2290071,CALIB_132,other_unclear,True,ambiguous_request
INT_AH_961650,CONV_AH_961650,@AmazonHelp thanks for fixing the issue in IOS landscape mode👏. @118702 same issue is in ur app also pls fix it.. 🙏 https://t.co/fYc46RwsfO,@126369 Thanks for the update. We're glad that this issue has been resolved. ^EM,2017-10-22T02:40:00+00:00,126369,961650,961649,CALIB_133,digital_technical_support,False,none
INT_AH_1232151,CONV_AH_1232151,Es la primera vez que me fallas @116875 :c,"@408981 Hola, Luis. Sin brindar datos sensibles como números de pedidos, ¿nos comentarías qué sucedió? ^JQ",2017-10-16T01:18:14+00:00,408981,1232151,1232150,CALIB_134,other_unclear,True,ambiguous_request
INT_AH_33284,CONV_AH_33285,"@AmazonHelp Über meinen PC, Router sowie Pc mehrmals neugestartet.",@123356 Uns ist da nix bekannt. Versuch mal einen anderen Browser. ^AN,2017-11-01T13:14:42+00:00,123356,33284,33286,CALIB_135,other_unclear,True,ambiguous_request
INT_AH_2516969,CONV_AH_2516969,@25142 iPhone car charger from @115821 doesn’t work.   IPhone won’t recognize it because not an “official” @115858 product $7.99 wasted https://t.co/bN6etJUZXX,"@716984 I'm sorry the charger won't work with your phone. Was your order shipped by Amazon, or one of our third party sellers? If shipped by Amazon, return options can be found here: https://t.co/UbQBOm5D2A ^MB",2017-11-15T23:53:12+00:00,716984,2516969,2516968,CALIB_136,payment_billing_issues,True,sensitive_account_issue
INT_AH_2454512,CONV_AH_2454512,@AmazonHelp why in the hell can't you guys deliver stuff when you say you are going to deliver it?? 4 out of the last 5 packages have either been lost or not delivered on time WTF??!! Shame on me for continuing to do business with you! REFUND MY MONEY IMMEDIATELY! https://t.co/hItx2K6NfD,@703128 I apologize for the delay with your package! I understand your frustration. Please reach out to us here so we can look into this further: https://t.co/hApLpMlfHN ^MO,2017-11-15T03:10:05+00:00,703128,2454512,2454511,CALIB_137,refund_return_processing,False,none
INT_AH_980248,CONV_AH_980250,@AmazonHelp My track no https://t.co/Ku7gPSl17y,@352420 I'd like work on the issue and set things right. Please provide your details here:  https://t.co/fpq00WPpfa and I'll 1/3 ^SH,2017-10-22T05:52:46+00:00,352420,980248,980253,CALIB_138,other_unclear,True,ambiguous_request
INT_AH_1174757,CONV_AH_1174757,"@AmazonHelp same mail over and over again, magically my problems and my apprehension will get solved. Nice. Big round of applause for u giys","@305629 We've responded to you here: https://t.co/ZEraA5f9Ki, request you to check. ^MA",2017-10-15T16:15:19+00:00,305629,1174757,1174756,CALIB_139,feedback_general_complaint,True,complex_unresolved_issue
INT_AH_190320,CONV_AH_190318,@117804 Faz dois meses que comprei o meu e só dei uma carga até agora.. E leio TODO DIA!,@168024 Que lindo! Que livro você está lendo no momento? 😍☕️📚 ^JJ,2017-10-04T22:05:17+00:00,168024,190320,218204,CALIB_140,other_unclear,True,ambiguous_request
INT_AH_2473378,CONV_AH_2473378,@115821  vaahiyaat dont have any option to connect to customer service executive.,@707230 You can connect with our support team here: https://t.co/rS49hgaADF. ^MO,2017-11-15T12:47:51+00:00,707230,2473378,2473377,CALIB_141,other_unclear,True,ambiguous_request
INT_AH_346514,CONV_AH_346514,@117795   And yet again your customer service is an F for FAIL!!,"@198486 That's not the experience we want to hear. Without posting any personal/account info, can you tell me about the issue? ^GG",2017-10-08T04:06:07+00:00,198486,346514,346513,CALIB_142,feedback_general_complaint,True,complex_unresolved_issue
INT_AH_2486971,CONV_AH_2486976,@AmazonHelp De plus j'envoie jamais mes infos bancaires. Ça me semble louche. Je vais bloquer tout action de Amazon chez ma banque. Tant pis,"@710343 @AmazonHelp Je vous invite à envoyer les documents afin que votre compte soit débloqué, merci pour votre compréhension.^FT",2017-11-15T16:32:40+00:00,710343,2486971,2486969,CALIB_143,other_unclear,True,ambiguous_request
INT_AH_1330290,CONV_AH_1330288,@AmazonHelp I have canceled... how do i get a refund? Granted its only £7.99 but i have never even authorised this to come out of my bank,"@430357 Hi Phil, did you get a confirmation email? ^AT",2017-11-11T10:04:56+00:00,430357,1330290,1330291,CALIB_144,refund_return_processing,False,none
INT_AH_1597247,CONV_AH_1597247,Rude Prime Now https://t.co/r7TRy6t89v,@490664 I'm sorry for any inconvenience! Please reach us via phone or chat so we can look into this: https://t.co/CYqkdUakWJ ^SJ,2017-11-04T22:25:18+00:00,490664,1597247,1597246,CALIB_145,feedback_general_complaint,True,complex_unresolved_issue
INT_AH_879181,CONV_AH_879181,VERY frustrated with @115821. Been trying to resolve a gift return for weeks and STILL don’t have all the $$ back. And dd has no bday gift.,@122721 I'm sorry for the trouble w/ your return! What does it say when you track your return here: https://t.co/1nqFojUpx4? ^KP,2017-10-13T16:36:17+00:00,122721,879181,879179,CALIB_146,other_unclear,True,ambiguous_request
INT_AH_130815,CONV_AH_130815,When @115821 won’t let you log in or change your password so you can’t add anything to your lists 😒😒😒,@145535 I'm sorry for the trouble! We'd like to help if we can. Please contact us here so we can assist you: https://t.co/jzvkhdlrK5 ^MO,2017-11-24T06:51:45+00:00,145535,130815,130814,CALIB_147,account_security_access,True,high_risk
INT_AH_1247757,CONV_AH_1247757,"Halloween mega arruinado. Mil millones de gracias @116875 por no cumplir con sus fechas de envío ""garantizadas"". Me kgan, bai.","@412749 Hola, Halloqueen. ¿Cuál es la fecha de entrega indicada en el correo electrónico de confirmación del pedido? ^CR",2017-10-26T01:37:28+00:00,412749,1247757,1247755,CALIB_148,other_unclear,True,ambiguous_request
INT_AH_2226380,CONV_AH_2226380,え、なんかアマゾンから有料サイト使用に対して未納料金が発生していますとかメッセージきたんだけど…これって詐欺のやつよね…？,@649909 そちらのメールはAmazonから送信したものではありません。返信や電話などせず、破棄いただくことをお勧めいたします。正式なメールかどうかの識別方法については、こちらのヘルプページをご参照下さい。 https://t.co/cB4vtKRXpP EK,2017-11-10T04:11:27+00:00,649909,2226380,2226379,CALIB_149,other_unclear,True,ambiguous_request
INT_AH_969353,CONV_AH_969350,@AmazonHelp Should I ? I don't think so,@350086 Please get in touch with us using the link mentioned above by my colleague 'SH'  and we'll sort out your issue. ^AU,2017-10-14T06:14:46+00:00,350086,969353,969354,CALIB_150,other_unclear,True,ambiguous_request
INT_AH_318827,CONV_AH_318827,@115850 i have been waiting for 3 days to get this order delivered. Every one is making fake promises order #403-7039774-2259522,"@192062 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public. (2/2)^AU",2017-10-07T10:36:59+00:00,192062,318827,318828,CALIB_151,order_tracking_delivery,False,none
INT_AH_1565921,CONV_AH_1565921,"Your customer care num is frequently busy.
Wtshld i do for complain
#imprimecustomer
#amazon #amazonin #AmazonIndia 
#ecommerce",@483375 I'm sorry for that. Please try contacting us from here : https://t.co/vlvfJr4nN9 so we can help you. ^PJ,2017-11-04T15:07:20+00:00,483375,1565921,1565920,CALIB_152,feedback_general_complaint,True,complex_unresolved_issue
INT_AH_1314425,CONV_AH_1303853,@AmazonHelp And I will never disturb you,"@353737 My apologies for the delay in refund, Zeshan. Kindly revert to the email and we will have this checked further. ^KS",2017-10-16T11:54:37+00:00,353737,1314425,1314427,CALIB_153,other_unclear,True,ambiguous_request
INT_AH_2527635,CONV_AH_2527637,"@AmazonHelp Yesterday, my option was to knock on my neighbors' doors myself. Today, I don't even have a clue whose porch this is a photo of. WTH?",@423237 I definitely understand the frustration with this! We'd like to have a member of our team look into this with you a little further. Please provide your info here and we'll be in touch: https://t.co/EffFbdBwDb ^HS,2017-11-16T04:47:56+00:00,423237,2527635,2527633,CALIB_154,other_unclear,True,ambiguous_request
INT_AH_957587,CONV_AH_957588,"@AmazonHelp Hi CS Team, It is saying - This item is no longer eligible for return.
The return window closed on Oct 19, 2017. I am not able to submit it",@347207 the return request. You may contact the manufacturer in this case. Request you to go through the 2/3 ^HS,2017-10-23T17:59:23+00:00,347207,957587,957590,CALIB_155,other_unclear,True,ambiguous_request
INT_AH_2381811,CONV_AH_2381809,@AmazonHelp How much wait... Have been waiting for weejs noe.... Fyi @115851,@406982 Apologies for the stretch. Kindly reply to our correspondence regarding this and we'll take this further. ^VN,2017-11-15T14:41:51+00:00,406982,2381811,2381812,CALIB_156,other_unclear,True,ambiguous_request
INT_AH_1750509,CONV_AH_1750509,@AmazonHelp euer ernst? zustellung heute aber wir haben bereits 19 uhr? wo bleibt mein paket? #amk,@524526 Teilweise wird noch bis 21 Uhr zugestellt - daher bitte noch ein klein wenig Geduld. Lieben Gruß ^NW,2017-11-07T18:04:43+00:00,524526,1750509,1750507,CALIB_157,other_unclear,True,ambiguous_request
INT_AH_401563,CONV_AH_401563,Thanks @115830 - Christmas gift is unusable because it's already been squashed and now looks second hand. Does nothing turns up intact?! https://t.co/WELCjpljCd,@210962 I'm very sorry for the trouble here! Have you viewed available refund/replacement options?: https://t.co/aaDyEz1VgE ^SD,2017-10-09T19:21:51+00:00,210962,401563,401561,CALIB_158,other_unclear,True,ambiguous_request
