example_id,conversation_id,interaction_id,conversation_context,customer_message,ground_truth_intent,historical_reference_reply,is_multi_turn,message_position,risk_tier,requires_human_escalation,escalation_reason,annotation_notes,annotation_version
GOLD_091,CONV_AH_2334533,INT_AH_2334533,,@115821 bumping up their shipping game... I guess?😂👏🏼 https://t.co/q0g4Lo3dHp,,@675569 We're always looking to improve! Please send us your packaging feedback here: https://t.co/nj5iFAg4CL ^JM,False,1,,,,,phase4_v1
GOLD_092,CONV_AH_2355285,INT_AH_2355285,,"So annoyed.. have prime with @115830 buy dog food should be here today, but because I put subscribe and save now having to wait until Saturday? How’s that work, product obviously in stock #annoyed #amazonprime #shopping",,@337201 Hello! Unfortunately Subscribe &amp; Save orders do not qualify for Prime shipping. They do receive free standard delivery to the UK on all deliveries scheduled to arrive on your monthly delivery day. Here's more information: https://t.co/2qQ0a5j0Di ^JY,False,1,,,,,phase4_v1
GOLD_093,CONV_AH_2355299,INT_AH_2355299,,@AmazonHelp hi is it normal to pre auth my debit card for £1 when I sign up to a free trial of prime?!,,"@680450 I'm sorry for the unexpected card activity! A £1 authorization is normal. We won't charge your card, and the charge should fall off in no more than 10 days! More info: https://t.co/BF1Iepfxt1 ^WT",False,1,,,,,phase4_v1
GOLD_094,CONV_AH_2358919,INT_AH_2358919,,"When you order a ""cutlery"" tray but @115821 sends you a pillow thing instead, and the item isn't eligible for return? https://t.co/AtFuhYIX0E",,"@681270 Oh goodness! I'm sorry that the wrong item was sent. Let's look into available options together! When you have a moment, please reach us here: https://t.co/hApLpMlfHN ^AB",False,1,,,,,phase4_v1
GOLD_095,CONV_AH_2364619,INT_AH_2364619,,Now ANOTHER Prime order from @115821 is not being delivered within the Prime window. It's taking an extra week. WHY DID I BUY PRIME?!,,"@380670 My apologies on the delay. Prime shipping refers to transit time, in business days, once shipped. Have we missed the delivery date we provided at checkout and in your order confirmation e-mail?",False,1,,,,,phase4_v1
GOLD_096,CONV_AH_2384345,INT_AH_2384345,,Amazonプライムの会費取られてた。なんか勝手に会員になって解除し忘れてた。,,@687255 Amazonプライムが不要な場合には、アカウントサービスから解除していただけます。特典利用が無ければ、返金を承る事も可能です。詳しくはこちらのヘルプページをご覧ください。 https://t.co/wdPTbEULCH ET,False,1,,,,,phase4_v1
GOLD_097,CONV_AH_2410480,INT_AH_2410480,,@115850 @118919 @AmazonHelp Order#4__credit_card__ is not getting delivered even after reaching the nearby location. Courier partner @145529 have major glitch displaying the status of delivery as mentioned by their representative kindly follow up. #AmazonInHelp https://t.co/exSHpNIbd0,,"@693042 Orders are delivered according to their estimated delivery date. Could you please let us know if we've missed it? Also, Please don't provide your details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AM",False,1,,,,,phase4_v1
GOLD_098,CONV_AH_2418062,INT_AH_2418062,,@115821 is this really handed to the resident I don't think so https://t.co/Be1vWBNNjG,,"@694833 Hello Kevin! Thanks for reaching out today w/ this delivery concern. I'm sorry for the mislabeling of the parcel, so please if you wouldn't mind, contact us here: https://t.co/J5cVftJLZO so we may pass this feedback forward to the proper team. ^TM",False,1,,,,,phase4_v1
GOLD_099,CONV_AH_2431179,INT_AH_2431179,,@AmazonHelp How many days it take for the refund to be initiated. Returned the item on 27th October and still no sign of refund.,,"@697870 Sorry to know the refund is not issued. Please connect with our support team here: https://t.co/vlvfJr4nN9, and they'll assist you regarding this. ^NR",False,1,,,,,phase4_v1
GOLD_100,CONV_AH_2439606,INT_AH_2439606,,@AmazonHelp it’s 10:30 and my package still says it’s out for delivery? https://t.co/wO5wYkxxdl,,@484251 I'm sorry your order hasn't arrived yet. Please reach out to us via phone or chat so we can have a closer look into this with you: https://t.co/wQzRLJe60M ^TN,False,1,,,,,phase4_v1
GOLD_101,CONV_AH_2444089,INT_AH_2444089,,Amazon Delivery at it's Finest: https://t.co/JfaKTPaaUU via @126972,,"@700808 This certainly isn't what we strive for. We'd like for one of our specialists to help resolve this issue, send us your order details here: https://t.co/XQhc0ZaJCF ^NN",False,1,,,,,phase4_v1
GOLD_102,CONV_AH_2457757,INT_AH_2457757,,Amazonさんから架空請求きましたよー！,,@703952 Amazonの名を騙るフィッシング詐欺が増えております。身の覚えのないメール、SMSを受信された場合は個人情報登録したりしないようご注意ください。　◆当サイトのEメールかどうかの識別について⇒https://t.co/xWXio7AP2Z  SM,False,1,,,,,phase4_v1
GOLD_103,CONV_AH_2460730,INT_AH_2460730,,@AmazonHelp so I’m paying £7.99 for prime! So I order this yesterday and should be coming today now it’s saying it’s going to be late?! https://t.co/wb7Z5SFPDs,,"@450232 Apologies Kimberley, there is still time for your order to arrive on time. Do you know who the carrier is? ^BD",False,1,,,,,phase4_v1
GOLD_104,CONV_AH_2468112,INT_AH_2468112,,Dear @115821: not cool. Use a plastic bag if it’s raining. I promise I recycle. #HowNotTo #DeliveryFail https://t.co/5BdJlnZZAB,,"@706155 Truly sorry to see this! Were the contents of your order damaged? Please, let us know. We're here for you and happy to help! ^JE",False,1,,,,,phase4_v1
GOLD_105,CONV_AH_2485660,INT_AH_2485660,,"Dites @120533, je veux commander Le Cid mais il est réservé aux membres Amazon Prime! N'est-ce pas une pure honte que d'obliger à une adhésion à 6€ par mois pour avoir un livre? 😡🤬 https://t.co/wid974yCSQ",,"@710019 Bonjour, l'un des avantages de Prime c'est l'accès exclusif à certains articles, pour plus d'informations à ce sujet, veuillez visiter la page suivante: https://t.co/38zZSlsr8N 
^SA",False,1,,,,,phase4_v1
GOLD_106,CONV_AH_2499134,INT_AH_2499134,,I got a package 📦 from @115821 30 mins ago and it was my new digital pen! Thank you sooo much @115821!!!,,@713059 You're welcome! Thanks for letting us know. ^EM,False,1,,,,,phase4_v1
GOLD_107,CONV_AH_255098,INT_AH_255098,,"Hey @115821 why does it say my package was delivered yesterday (the day it was ""guaranteed"" by) when it wasn't?",,"@176644 I'm sorry you haven't received your delivery, Liam! Here are some tips that may help:https://t.co/Z3nyf8dtTw  ^ML",False,1,,,,,phase4_v1
GOLD_108,CONV_AH_2551079,INT_AH_2551079,,Enfin j'ai Destiny 2 🙏🏽 merci @120533 ! Va y'avoir pas mal de vidéo a faire les amis!,,"@724749 Je suis ravie que vous soyez satisfait ! 😊 😇
^MD",False,1,,,,,phase4_v1
GOLD_109,CONV_AH_2567012,INT_AH_2567012,,@115850 @AmazonHelp order confirmation email says order will arrive by Nov 17 but shipping notification/email says it will arrive by Nov 18. Why discrepancy in shipping email when I chose delivery by Nov 17 as confirmed by order email?,,@483378 Apologies. In order for the reason in the estimated delivery date changes. We'd request you to report this to our support team here:https://t.co/rS49hgaADF so that we can assist you accordingly. ^MN,False,1,,,,,phase4_v1
GOLD_110,CONV_AH_2568511,INT_AH_2568510,,"It's now clear somebody at @115830 screwed up big time, costing me £100s. Still no official update. Contempt for customers is unrivalled.",,"@720617 I'm sorry the order was canceled. If the order is no longer in stock, our options may be limited: https://t.co/qy3J24VGxb ^AF",False,1,,,,,phase4_v1
GOLD_111,CONV_AH_257166,INT_AH_257166,,@AmazonHelp apparently my package hasn’t been handed over to usps yet... it was supposed to arrive to me yesterday...,,@177164 Oh no! I'm sorry for the trouble. We'd like to look into this with you via phone/chat here: https://t.co/hApLpMlfHN ^KP,False,1,,,,,phase4_v1
GOLD_112,CONV_AH_2580442,INT_AH_2580442,,"@115821  - I ordered some toys for my son last sunday, we were supposed to get everything expedited.. birthday came and went and no signs of our packages. I already spoke with 3 reps and they weren't helpful. This is the first time this has happened - what is going on?",,"@731395 I'm so sorry frustration caused by this order. This isn't the experience we wanted you to have. Just to confirm, did we miss the delivery date in the order confirmation e-mail? You find the e-mail here: https://t.co/PRCgkcdLM0. ^DG",False,1,,,,,phase4_v1
GOLD_113,CONV_AH_2587876,INT_AH_2587876,,"@115821 hey, it says my parcel has been delivered but it isn’t here? No safe place was said",,@733214 Hi! Sorry to hear. Refer to this: https://t.co/NnCT42PrDO and let us know if issue remains ^CH,False,1,,,,,phase4_v1
GOLD_114,CONV_AH_2609158,INT_AH_2609158,,Shout out an den @116316 Kundendienst,,@737985 Was ist passiert? Wie können wir dir helfen? Gruß ^DS,False,1,,,,,phase4_v1
GOLD_115,CONV_AH_2621105,INT_AH_2621105,,Me encanta que Amazon te notifica hasta si el repartidor de rascó los huevos durante el trayecto de entrega de tu pedido 😬,,"@740604 Hola. A nosotros nos encanta mantenerte informado.😉😊👍 Cuéntanos, ¿qué estás esperando? ^KA https://t.co/iYV3kBnpsx",False,1,,,,,phase4_v1
GOLD_116,CONV_AH_2628870,INT_AH_2628870,,@AmazonHelp : Requested an invitation for @115833 dot long ago.. Not a single response from Amazon.. Seems not interested in selling?? @115850,,"@742464 Invitations are limited in numbers due to high volumes of the request. However, you can request another one. We wish you all the best. ^MN",False,1,,,,,phase4_v1
GOLD_117,CONV_AH_2644157,INT_AH_2644157,,@AmazonHelp yo y’all website isn’t letting me sign in,,@746061 I'm sorry to hear you're having trouble singing in. We want to help! Have you tried from a different device or browser? ^SG,False,1,,,,,phase4_v1
GOLD_118,CONV_AH_2686594,INT_AH_2686594,,"@120474 HELP. Bought PK tickets off your site for September 2019... Then realised he finishes in March, how is this possible? 😂",,"@755495 Let's look into this together! Reach out to us here, https://t.co/noSdEkWtBM​ so we can take a look into this for you.
^AV",False,1,,,,,phase4_v1
GOLD_119,CONV_AH_2706799,INT_AH_2706799,,was really just trying to order a pizza and use my @153820 promo code but amazon had other plans🙃,,"@760172 I'm really sorry to hear about the trouble with ordering a pizza! To confirm, was the delivery not able to be made or is the promo code not working? ^BV",False,1,,,,,phase4_v1
GOLD_120,CONV_AH_272473,INT_AH_272473,,"アマゾンを名乗る詐欺メールが来た
本日中に連絡しないと法的手段を取るってさ",,@181035 アマゾンです。すでにご存じかと思いますが、当サイトからそのようなご請求の連絡を差し上げることはございません。記載の電話番号に連絡したり、リンクにアクセスなさいませんようお願いいたします。ET,False,1,,,,,phase4_v1
GOLD_121,CONV_AH_2750415,INT_AH_2750415,,Thanks @AmazonHelp for sending me the wrong chairs. Looks like we’ll be eating Thanksgiving dinner standing up 😒,,@770033 I'm sorry you received the wrong chairs! We'd like to see how we can help you so please call us here: https://t.co/hApLpMlfHN ^DD,False,1,,,,,phase4_v1
GOLD_122,CONV_AH_2757410,INT_AH_2757410,,"I am in awe of how unwilling @115821 / @AmazonHelp is to help with a 3rd party storefront order. Worst service I've ever experienced. I purchased a phone from them, and they simply have refused to deliver it. And I don't even get refunded until it's too late. Unacceptable.",,@771683 I'm so sorry for the frustration with your order from our third-party seller. Could you tell us a bit more about what's going on? What options did we provide when you contacted us? ^DG,False,1,,,,,phase4_v1
GOLD_123,CONV_AH_2760336,INT_AH_2760336,,ありゃ、アマゾンのプライムビデオでモヤさま過去分たくさんみれるようになってる。まじか！(;;°∀°)　むかしのやつ面白いんだよなぁ、やべーぞこれ,,@772347 (´-`).｡oO ( 見はじめたら止まりませんのでご注意ください・・・🎥⚠ )HM,False,1,,,,,phase4_v1
GOLD_124,CONV_AH_276102,INT_AH_276102,,Day after will mark three months since @115850 took my money away by cheating. Happy cheating folks/Amzholes .,,@158385 I'm sorry for the inconvenience regarding the refund. Kindly revert to the email you've received from our team. ^AP,False,1,,,,,phase4_v1
GOLD_125,CONV_AH_2762022,INT_AH_2762022,,"@115850 The feeling on seeing the ""lightning deal"" was as momentary as lightning itself. 1 Rupee discount. Seriously!! 😂😂 https://t.co/OFjvcKYm8Y",,"@772728 Pricing and offers are decision of the sellers. The constantly changing marketplace and our efforts to offer you the lowest price, may result in fluctuations in our prices over time. ^AP",False,1,,,,,phase4_v1
GOLD_126,CONV_AH_2773115,INT_AH_2773115,,"Disappointed with @115821, 2nd time in 1 week Prime Next-Day been late and had to call support. Even @4086 UPS Ground beat Amazon Prime Next-Day this past week!",,"@116974 Terribly sorry for the delay, Matt! Were you able to get everything sorted for your order? ^JZ",False,1,,,,,phase4_v1
GOLD_127,CONV_AH_2808413,INT_AH_2808413,,My faith in humanity has been restored as one of my neighbors brought over my mis-delivered @115821 package. It was so badly delivered that no one would have known if they had chosen to keep quiet &amp; kept it.,,"@306137 I'm sorry your order was delivered to the wrong address! I'm glad to know you received it! When you have a moment, we'd like to escalate carrier feedback for the wrong delivery on your behalf: https://t.co/hApLpM3Ejd ^BN",False,1,,,,,phase4_v1
GOLD_128,CONV_AH_2809462,INT_AH_2809462,,"#AmazonIndia really bad service, i have requested return Order #405-1487770-2815500, no one picked from 10days",,"@783532 Apologies for the delay and the inconvenience. Kindly fill the details on the secured link here https://t.co/beaaDm0muc and as soon as we receive the details, we would investigate and connect with you. ^KK",False,1,,,,,phase4_v1
GOLD_129,CONV_AH_2818565,INT_AH_2818565,,頼んだ記憶のないamazonの品が配達されたのだけど、もしかしてダッシュボタンの不具合かも,,@785661 突然失礼いたします、公式サポートです。状況をお調べした上でご案内させていただきますので、以下のリンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN,False,1,,,,,phase4_v1
GOLD_130,CONV_AH_2819205,INT_AH_2819205,,amazon logistics is the WORST shipping  company in the world. I've had nothing but awful experiences. never did I think I'd say I no longer want to shop @115821 but I think I'm reaching that point,,"@785815 I'm so sorry to hear you are having issues with Amazon logistics delivery. Without revealing any personal account information, will you give us more details? ^LH",False,1,,,,,phase4_v1
GOLD_131,CONV_AH_2819840,INT_AH_2819840,,Fire TVを勢いで買ってしまった…。後悔はしていない。なお、非プライム会員。これを機にかな…。,,@785965 ご購入いただきありがとうございました！Amazonプライムでは、対象ビデオが見放題のプライムビデオという特典をご用意しておりますので、さらにFire TVをご活用いただけるかと思います。よろしければ、あわせてAmazonプライムもご検討ください✨ https://t.co/2OlbUdNEHq EK,False,1,,,,,phase4_v1
GOLD_132,CONV_AH_2822381,INT_AH_2822381,,"Thanks @115821 for leaving my parcel on my DOORSTEP my electrical products are soaked. Surprised not stolen as been away from home this weekend! @AmazonHelp again, why is it so hard to put my stuff in my safe place?!",,@199650 Sorry to hear your order was not left in your safe place location. This is not how we expect our orders to be delivered. Please reach out to us here: https://t.co/JzP7hlA23B so we can get this sorted for you.^ES,False,1,,,,,phase4_v1
GOLD_133,CONV_AH_2823135,INT_AH_2823135,,@AmazonHelp Can a gift card be used on the same account it's been bought on?,,"@786661 If the gift card s purchased for example on amazon.it you can use it only in Italian, not on other site. ^BC",False,1,,,,,phase4_v1
GOLD_134,CONV_AH_2837031,INT_AH_2837031,,Shout out to the delivery driver that left my @115821 parcel in the rain https://t.co/TpnfhDbFib,,@789621 We'd like to take a closer look into the delivery and get feedback from you. Please contact us here: https://t.co/JzP7hlA23B ^LI,False,1,,,,,phase4_v1
GOLD_135,CONV_AH_2873315,INT_AH_2873315,,@115821 @8078 why did my stream deck get delivered today open?,,"@392507 Kevin, I'm sorry to hear you received your item opened. You can leave package feedback here: https://t.co/IsbD67fyEa ^SY",False,1,,,,,phase4_v1
GOLD_136,CONV_AH_2874965,INT_AH_2874965,,@115821 delivery now 2 days late even though says out for delivery both days. Why am I paying for prime with service like this. Should have just gone to @127271 and @9236 #disappointed and my last delivery was tossed in my planter.,,"@798143 I'm sorry for the delay with your package. To assist you further, could you please let us know who the carrier is for this package. You can find this information here:
https://t.co/Y5jpI9gRhE. 
Have you received an email informing when the package will arrive? ^BT",False,1,,,,,phase4_v1
GOLD_137,CONV_AH_2913174,INT_AH_2913174,,@AmazonHelp terrible online help and absolutely awful telephone assistance too! Slow and inefficient,,"@806445 I'm terribly sorry for the poor experience! Without providing any account or order details, could you tell us your reason for calling? We'd like to help! ^MB",False,1,,,,,phase4_v1
GOLD_138,CONV_AH_2926340,INT_AH_2926340,,@115821 Wish my orders actually would arrive at my house and I didn't have to deal with your customer service.,,@809668 I;m sorry your order didn't arrive as expected! What guidance did yoiu receive when you spoke to customer service? ^AH,False,1,,,,,phase4_v1
GOLD_139,CONV_AH_294333,INT_AH_294333,,@115830 I’m sure the delivery driver tried to shove my smart socket through the door! #notWorking #notsmart 😭😭 https://t.co/vLPUMhsuqK,,"@186089 I'm sorry for how your item was delivered! When you have a moment, please reach out to us here: https://t.co/qy3J24VGxb ^AC",False,1,,,,,phase4_v1
GOLD_140,CONV_AH_2946968,INT_AH_2946968,,@115830 @AmazonHelp when are you getting Jim Ross @123473  autobiography back in stock for UK folks? Ordered months ago... Thanks,,"@813946 I'm sorry, we're not aware of when this will be back in stock. You will receive an email once the item is available and has been dispatched. ^RO",False,1,,,,,phase4_v1
GOLD_141,CONV_AH_2960535,INT_AH_2960535,,@AmazonHelp i have been waiting for a parcel which has been dispatched and said to arrive on Friday 13th October and still hasent arrived?,,"@817063 Uh no! That is not what we expect! We would like to take a closer look into this, in real-time! Please contact us via phone or chat here: https://t.co/JzP7hlA23B ^LS",False,1,,,,,phase4_v1
GOLD_142,CONV_AH_2965339,INT_AH_2965339,,"@115821 It's Wednesday, right? So how's Prime two-day shipping arriving on Monday? Isn't Friday two days from now? And did y'all also cancel the weekend? https://t.co/CFnDf4eVlA",,"@818110 Prime two day shipping refers to the time is ships, not from the time the order is placed. Depending on location, it might also not include weekends. To learn more check here: https://t.co/J5NIAjhf2z ^BA",False,1,,,,,phase4_v1
GOLD_143,CONV_AH_2968376,INT_AH_2968376,,"@123813 tienen los simpsons, family guy o futurama?",,"@818836 Hola, Steven. Para obtener mayor información acerca de la programación disponible en Amazon Prime, puedes ingresar en el siguiente enlace: https://t.co/tVnGfnuaoQ
^ES",False,1,,,,,phase4_v1
GOLD_144,CONV_AH_2972021,INT_AH_2972021,,Amei meu box 💘 @117086 https://t.co/mdK7tqBIoo,,"@819720 Olá, Debs! Nossa, que box legal! 😍 Ele vai ficar bem bonitinho na sua estante, não é? :3 ^CR",False,1,,,,,phase4_v1
GOLD_145,CONV_AH_2976596,INT_AH_2976596,,@115821 I reordered this. It was originally due last Friday &amp; had 1 day shipping. ☹️ https://t.co/3bN5NTed34,,@797317 I'm sorry for the delay! Late orders usually arrive within 1-2 business days. Let us know if you don't receive it by Sunday! ^SB,False,1,,,,,phase4_v1
GOLD_146,CONV_AH_2984920,INT_AH_2984920,,"勝手にAmazonプライム会員なってたー腹立つわお金とられた",,@823081 以前のご注文で、無料でお急ぎ便をご利用されませんでしたか？その場合、無料体験の登録となり、更新をOFFにしないと有料会員へ移行します。意図しないご加入で不要であれば、退会と返金のお手続きが可能です。https://t.co/9tQT1Jh8Tw TY,False,1,,,,,phase4_v1
GOLD_147,CONV_AH_321659,INT_AH_321659,,@115830 Is someone taking the proverbial? Look at the size of the item v the size of the packaging! #AmazonPrime https://t.co/OusJQ38Eph,,"@192629 Hi Rob, please leave feedback here o help us improve:  https://t.co/fxgZ6hTrFA ^AT",False,1,,,,,phase4_v1
GOLD_148,CONV_AH_325865,INT_AH_325865,,"@115821 explain to me why my Amazon Echo started singing ""Oh Christmas Tree"" loud as hell this morning for no reason...",,"@193631 Have you gone into ""Settings"" on your Alexa App and checked the history to see what your device may have heard? ^GL",False,1,,,,,phase4_v1
GOLD_149,CONV_AH_343005,INT_AH_343005,,"@178440 @197657 no entrego mi paquete, me comunico a @116875 #AmazonPrime y me dicen: “confiamos completamente en tí, sino recibiste el paquete te creemos, permitenos y te lo reenviamos nuevamente o te reembolsamos tu dinero” eso es efectividad, bien por Amazon 👌🏼",,"@197656 Hola Daniel. Gracias por tu comentario. Nos alegra mucho haber podido solucionar el incidente y que estés satisfecho con nuestro servicio. 
Cualquier consulta adicional no dudes en contactarnos. 
Saludos, 
^DB",False,1,,,,,phase4_v1
GOLD_150,CONV_AH_349262,INT_AH_349262,,Bonjour @120533 pourquoi censurez vous les commentaires anti-arnaques sur votre site ?,,"@199126 Bonjour, je vous invite à consulter le lien suivant s'il vous plaît : https://t.co/j8yw5p4JA2 ^SA",False,1,,,,,phase4_v1
GOLD_151,CONV_AH_353611,INT_AH_353611,,What’s going on guys ? @AmazonHelp https://t.co/uLiSjx1lRA,,@200060 I'm sorry the tracking hasn't been updated yet. Please contact us by phone or chat for an update: https://t.co/JzP7hlA23B ^MG,False,1,,,,,phase4_v1
GOLD_152,CONV_AH_355336,INT_AH_355335,,"@115850 Hi. Is this Amazon Prime Offer with Oxigen wallet still available?
@AmazonHelp https://t.co/o1JVvzA3Ag",,@200430 The offer is being provided by Oxigen wallet. Kindly get in touch with them for further details. ^AP,False,1,,,,,phase4_v1
GOLD_153,CONV_AH_40397,INT_AH_40397,,@115850 finally you not agree with pick up your damage product and not mention any where in website for self returns. finally............,,@120261 I'm afraid the resolution provided is the best we can offer. Kindly self return the order. ^SG,False,1,,,,,phase4_v1
GOLD_154,CONV_AH_421521,INT_AH_421521,,@119625 will Mr. Robot be available on Prime Video on the date it is released?,,@215431 We don't have the requested information. Kindly stay tuned for updates. ^AK,False,1,,,,,phase4_v1
GOLD_155,CONV_AH_422003,INT_AH_422003,,"@115850 s dr 1ly 1prdct relating 2 ansr in app treasurehunt , or the answer may relate to many prdcts under same name ? #apptreasurehunt",,@215523 The clue offered will be for a single product. Find it and claim it for free. ^RW,False,1,,,,,phase4_v1
GOLD_156,CONV_AH_429059,INT_AH_429059,,@115821 When will we be able to pre-order #ELJames #Darker #ChristiansPOV since it has a Nov 28 date????,,"@217037 Hi Christy, the most up to date availability information is always displayed on the website. ^AT",False,1,,,,,phase4_v1
GOLD_157,CONV_AH_431531,INT_AH_431531,,At least leave it at the door or something instead of where anyone could just reach over and grab it. @115821,,@178691 Hey! My team would like to look into this further with you. Please give us more details here: https://t.co/ecNvhDQUnf ^AJ,False,1,,,,,phase4_v1
GOLD_158,CONV_AH_432318,INT_AH_432318,,@115850 where us my product Amazon? Your time is up. My watch show me 8.44 p.m. what time is your clock? https://t.co/Ho4kpanF5z,,"@216732 Sorry for the delay, Subhankar. Please report this to our support team here: https://t.co/vlvfJr4nN9 ^JC",False,1,,,,,phase4_v1
GOLD_159,CONV_AH_468232,INT_AH_468232,,Amazon有料動画の料金未払いだって。みてねーよ！,,"@226489 Amazon公式です。残念ながら悪質な詐欺が増加しているようですのでお気を付けください。
https://t.co/st4oU5QbhP を装った詐欺と思われる連絡を受け取った際はこちらをご覧ください。→ https://t.co/24SLY8gADZ SK",False,1,,,,,phase4_v1
GOLD_160,CONV_AH_471609,INT_AH_471609,,"Havent selfied in awhile. ...Eh.

Mildly concerned because my package from Amazon is late, but… https://t.co/9BYbDGhfD5",,@227297 Oh no! Sorry to hear that. What was the estimated delivery date for your order?^PJ,False,1,,,,,phase4_v1
GOLD_161,CONV_AH_476170,INT_AH_476170,,"@AmazonHelp hi, does live chat not work anymore? I have an issue with an order and I can't find it",,"@228187 Hi, sorry to hear that. Can you tell us a bit more about the issue without sharing any personal or account info? ^JJ",False,1,,,,,phase4_v1
GOLD_162,CONV_AH_476196,INT_AH_476196,,🤷🏻‍♀️ @115830 I haven't gotten any of my parcels in one of those #AmazonSmile delivery boxes. 😃😃,,"@228195 How about I send you these smiley faces instead 😀😀😀. For more info about AmazonSmile, please visit: https://t.co/ClEexm5Raz.^BZ",False,1,,,,,phase4_v1
GOLD_163,CONV_AH_477671,INT_AH_477671,,Love an amazon prime delivery! #AmazonPrime @115830 #catlovers #box https://t.co/kUG2ZHPQTU,,"@228478 AWWWW! We sell out of these so fast! This sweet Main Coon is adorable, but looks a little onery! Maybe a bigger box is in order! ^DJ",False,1,,,,,phase4_v1
GOLD_164,CONV_AH_50793,INT_AH_50793,,@AmazonHelp do you take Bitcoin?,,@127398 Hi there! That is a great question. Currently Amazon does not accept Bitcoin as a form of currency. We hope this helps! ^JD,False,1,,,,,phase4_v1
GOLD_165,CONV_AH_512443,INT_AH_512443,,Amazonのパスワードがおもいだせないのだけど、再発行の手続きしてもスマホのメールが受信できない形式らしく詰んでる,,"@237850 ツイート拝見しました、Amazonです。記載の問題につきましては、お手数ですがお電話でカスタマーサービスにお問い合わせください。
フリーダイヤル：0120-999-373 フリーダイヤルをご利用いただけない場合：011-330-3000
営業時間：年中無休　MH",False,1,,,,,phase4_v1
GOLD_166,CONV_AH_513492,INT_AH_513492,,"@AmazonHelp @115821 @115851 3 packages late within a week, all shipped AMZL.",,@238175 I'm so sorry the orders are late! What was the original delivery date according to the order confirmation e-mail? ^DD,False,1,,,,,phase4_v1
GOLD_167,CONV_AH_520656,INT_AH_520656,,@AmazonHelp I ordered via amazon from a 3rd party and it hasn’t arrived. Emailed twice-no response. Could you advise what I need to do next please?,,@240190 I'm sorry your order hasn't arrived yet! If it's passed the delivery date and the seller hasn't responded to your e-mails you may be able to file an A-to-z Guarantee claim. You can see more information here: https://t.co/Jz9VMFXzuj ^LR,False,1,,,,,phase4_v1
GOLD_168,CONV_AH_52249,INT_AH_52249,,"@115850 ordred headphns 28Oct, markd as dlvrd bt nvr recivd d prdct, called Mon wait 24hr,Tue wait 24hr,Wed wait 24hr,poor service no info",,@127749 Apologies for this experience. Please fill this form: https://t.co/GIJyeYqKE0 and we'll contact you shortly. ^MP,False,1,,,,,phase4_v1
GOLD_169,CONV_AH_526102,INT_AH_526102,,"Hello @117634,  can’t say I’m a fan of the new App.  Keep accidentally downloading already read books, and not able to have a ‘to be read’ pile only part of the user unfriendliness",,@241728 Our Kindle team would love to hear your feedback. You can share with them directly by e-mailing them at __email__' I hope this helps! ^EZ,False,1,,,,,phase4_v1
GOLD_170,CONV_AH_544334,INT_AH_544334,,@115821 @AmazonHelp why does my #EchoDot and #EchoPlus not have the option to play sound from both itself and a bluetooth speaker? That would be so much more useful.,,@246477 Uh oh! We'd like to assist you with this. Have you tried the troubleshooting methods here: https://t.co/PEKAdVsRh2 ? Let us know if this works! ^GP,False,1,,,,,phase4_v1
GOLD_171,CONV_AH_547919,INT_AH_547919,,@AmazonHelp Please help!,,@247484 Hi there! We are here for you. Please let us know what we may assist you with. ^AP,False,1,,,,,phase4_v1
GOLD_172,CONV_AH_574969,INT_AH_574969,,アマゾンのビデオ100円クーポンでインターステラーを見るぞい,,@255265 どうぞごゆっくり～♪ ヽ(=´▽`=)ﾉ TN,False,1,,,,,phase4_v1
GOLD_173,CONV_AH_579146,INT_AH_579146,,So impressed with my @115830 beauty advent calendar so far!,,@256357 Hey Lauren! I am glad to hear that you like out product. ^HS,False,1,,,,,phase4_v1
GOLD_174,CONV_AH_585822,INT_AH_585822,,@116316 Over €1000 for an ipad stylus thats only $35 on US site :O https://t.co/Yd5ttBhY8A,,"@258302 Hi, Please contact directly the seller for information about the price. Regards, ^JS",False,1,,,,,phase4_v1
GOLD_175,CONV_AH_598059,INT_AH_598059,,It must be holiday season: Amazon's carrier - #AMZL - has already lost two packages and December just started. I don't pay for Prime for their TV or music; just shipping (and they can't even get that right).,,@261774 I'm sorry for the poor delivery experience you're having! I'd like to have my team look into this for you and escalate it to our AMZL team. Please send us some details about your orders here: https://t.co/KQswMuuBc5 ^DW,False,1,,,,,phase4_v1
GOLD_176,CONV_AH_651730,INT_AH_651730,,@115821 still waiting for my #bookofmythicality by @274980 @31296 @31297  😆,,@274979 I'm sorry your item is taking longer than expected! What's the latest tracking status show here: https://t.co/aaDyEz1VgE? ^KP,False,1,,,,,phase4_v1
GOLD_177,CONV_AH_728475,INT_AH_728461,,"@115821 @AmazonHelp @115850 @14862 @218245 @131027 @14863 @1560 There is no solutions provided by the service center, they have given me the estimate and asked to mail you so you give approval to pay",,@294519 Certain defects will be covered by the manufacturer which will be claimed under warranty ^RB 1/2,False,1,,,,,phase4_v1
GOLD_178,CONV_AH_734902,INT_AH_734902,,"Sweet Jesus, @115821 @2150 did you decide being late delivering wasn't enough? The box and case are practically splinters. https://t.co/TPcnvG1mNO",,@176239 I'm sorry your item arrived like this! You're able to view refund/replacement options w/ us here: https://t.co/9M0jis4Ze6 ^KP,False,1,,,,,phase4_v1
